text,alias,ipa,category,telnyx_naturalhd_verdict
space of Disse,spays of DIS,spˈeɪs əv dɪs,anatomical,WASH
canaliculi,kan-ah-LIK-yoo-lye,ˌkænəˈlɪkjəlaɪ,anatomical,HURTS
falciform,FAL-sih-form,ˈfælsɪfɔrm,anatomical,HELPS
ligamentum teres,lig-ah-MEN-tum TER-eez,ˌlɪɡəˈmɛntəm ˈtɛriz,anatomical,HURTS
ligamentum venosum,lig-ah-MEN-tum veh-NOH-sum,ˌlɪɡəˈmɛntəm vɪˈnoʊsəm,anatomical,WASH
porta hepatis,POR-tah heh-PAT-is,ˈpɔrtə ˈhɛpətɪs,anatomical,HURTS
coronary,KOR-ah-nair-ee,ˈkɔrənɛri,anatomical,HURTS
circumflex,SER-kum-fleks,ˈsɜrkəmflɛks,anatomical,WASH
interventricular,in-ter-ven-TRIK-yoo-lar,ˌɪntərvɛnˈtrɪkjələr,anatomical,WASH
interventricular septum,in-ter-ven-TRIK-yoo-lar SEP-tum,ˌɪntərvɛnˈtrɪkjələr ˈsɛptəm,anatomical,HELPS
papillary muscle,PAP-ih-lair-ee MUS-el,ˈpæpɪlɛri ˈmʌsəl,anatomical,HURTS
chordae tendineae,KOR-dee ten-DIN-ee-ee,ˈkɔrdi tɛnˈdɪnii,anatomical,HURTS
leaflet,LEEF-let,ˈlifət,anatomical,WASH
semilunar,sem-ee-LOO-nar,ˌsɛmiˈlunər,anatomical,WASH
atrioventricular,ay-tree-oh-ven-TRIK-yoo-lar,ˌeɪtrioʊvɛnˈtrɪkjələr,anatomical,WASH
ventricular,ven-TRIK-yoo-lar,vɛnˈtrɪkjələr,anatomical,WASH
sinoatrial,sigh-noh-AY-tree-al,ˌsaɪnoʊˈeɪtriəl,anatomical,HURTS
coronary sinus,KOR-ah-nair-ee SIGH-nus,ˈkɔrənɛri ˈsaɪnəs,anatomical,HURTS
vena cava,VEE-nah KAY-vah,ˈvinə ˈkeɪvə,anatomical,HELPS
pulmonary trunk,PUL-mah-nair-ee trunk,ˈpʊlmənɛri trʌŋk,anatomical,HURTS
aorta,ay-OR-tah,eɪˈɔrtə,anatomical,HURTS
carotid,kah-ROT-id,kəˈrɑtɪd,anatomical,WASH
subclavian,sub-KLAY-vee-an,sʌbˈkleɪviən,anatomical,WASH
vertebral,VER-teh-bral,ˈvɝːtəbrəl,anatomical,WASH
basilar,BAS-ih-lar,ˈbæsɪlɚ,anatomical,WASH
circle of Willis,SER-kul of WIL-is,ˈsɝːkəl əv ˈwɪlɪs,anatomical,WASH
meninges,men-IN-jeez,məˈnɪndʒiːz,anatomical,HURTS
dura mater,DUR-ah MAH-ter,ˈdʊrə ˈmeɪtɚ,anatomical,HURTS
arachnoid,ah-RAK-noyd,əˈræknɔɪd,anatomical,WASH
pia mater,PEE-ah MAH-ter,ˈpiːə ˈmeɪtɚ,anatomical,HURTS
subdural,sub-DUR-al,sʌbˈdʊrəl,anatomical,HURTS
subarachnoid,sub-ah-RAK-noyd,ˌsʌbəˈræknɔɪd,anatomical,WASH
epidural,ep-ih-DUR-al,ˌɛpɪˈdʊrəl,anatomical,HURTS
ventricles,VEN-trih-kulz,ˈvɛntrɪkəlz,anatomical,HURTS
foramina,fo-RAM-ih-nah,fəˈræmɪnə,anatomical,HELPS
aqueduct,AK-weh-dukt,ˈækwɪdʌkt,anatomical,HURTS
choroid plexus,KOR-oyd PLEK-sus,ˈkɔːrɔɪd ˈplɛksəs,anatomical,WASH
cauda equina,KAW-dah eh-KWY-nah,ˈkɔːdə ɪˈkwaɪnə,anatomical,HELPS
filum terminale,FY-lum ter-mih-NAH-lee,ˈfaɪləm ˌtɝːmɪˈnɑːli,anatomical,WASH
conus medullaris,KOH-nus med-yoo-LAR-is,ˈkoʊnəs ˌmɛdʒəˈlɛrɪs,anatomical,WASH
dorsal root,DOR-sal ROOT,ˈdɔːrsəl ruːt,anatomical,WASH
ventral root,VEN-tral ROOT,ˈvɛntrəl ruːt,anatomical,WASH
ganglion,GANG-glee-on,ˈɡæŋɡliən,anatomical,HELPS
plexus,PLEK-sus,ˈplɛksəs,anatomical,WASH
phrenic,FREN-ik,ˈfrɛnɪk,anatomical,WASH
vagus,VAY-gus,ˈveɪɡəs,anatomical,WASH
recurrent laryngeal,ree-KUR-ent lar-IN-jee-al,rɪˈkɝːənt ləˈrɪndʒiəl,anatomical,HURTS
facial,FAY-shal,ˈfeɪʃəl,anatomical,HELPS
vestibulocochlear,ves-TIB-yoo-loh-KOK-lee-ar,vɛsˌtɪbjəloʊˈkoʊkliɚ,anatomical,WASH
glossopharyngeal,GLOS-oh-fah-RIN-jee-al,ˌɡlɑːsoʊfəˈrɪndʒiəl,anatomical,HURTS
hypoglossal,HY-poh-GLOS-al,ˌhaɪpəˈɡlɑːsəl,anatomical,WASH
accessory,ak-SES-oh-ree,əkˈsɛsəri,anatomical,WASH
oculomotor,OK-yoo-loh-MOH-tor,ˌɑːkjəloʊˈmoʊtɚ,anatomical,WASH
trochlear,TROK-lee-ar,ˈtroʊkliər,anatomical,WASH
abducens,ab-DOO-senz,æbˈdjuːsənz,anatomical,WASH
angina,angina,ænˈdʒaɪnə,clinical,WASH
epinephrine,epinephrine,ˌɛpɪˈnɛfrɪn,drug,WASH
naloxone,naloxone,nəˈlɑksoʊn,drug,WASH
hyperlipidemia,hyperlipidemia,ˌhaɪpərlɪˈpɪmiə,clinical,WASH
osteoarthritis,osteoarthritis,ˌɑstioʊɑrˈθraɪtɪs,clinical,WASH
diabetes mellitus,diabetes mellitus,ˌdaɪəˈbitɪz ˈmɛlɪtəs,clinical,WASH
